country,source,date,title,summary,agency,url
US,Federal Register,2025-11-20,Finding of Failure To Attain and Reclassification of Tribal Portions of the Greater Connecticut Ozone Nonattainment Area as Serious for the 2015 Ozone National Ambient Air Quality Standards,"The Environmental Protection Agency (EPA) previously granted the State of Connecticut's request to reclassify the Greater Connecticut ozone nonattainment area from Moderate to Serious under the 2015 ozone National Ambient Air Quality Standards (NAAQS). That request, however, did not include areas governed by the Mashantucket Pequot Tribal Nation and the Mohegan Indian Tribe that are located within this nonattainment area. Given that ozone monitoring data indicate that the Greater Connecticut area failed to attain the 2015 ozone NAAQS by the applicable attainment date, we are proposing to find that these tribal portions of the area did not attain the standards by the attainment date and to reclassify those portions of the area by operation of law to Serious nonattainment for the 2015 ozone NAAQS. This action, if finalized as proposed, would fulfill the EPA's statutory obligation to determine whether the Mashantucket Pequot Tribal Nation and the Mohegan Indian Tribe portions of the Greater Connecticut area attained the NAAQS by the attainment date. This action also solicits public comment on EPA's prior action on CT DEEP's request to exclude event-influenced air quality monitoring data from regulatory decisions. EPA is required to provide an opportunity for public comment on the claimed exceptional events and all supporting data. This proposed action provides the public with an opportunity to comment on the claimed exceptional events, all supporting documents, and the EPA's July 22, 2024 concurrence and nonconcurrence with CT DEEP's request.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20497/finding-of-failure-to-attain-and-reclassification-of-tribal-portions-of-the-greater-connecticut
US,Federal Register,2025-11-20,Operating Permit Program Approval; New Hampshire; Revised Definitions,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the State of New Hampshire's Clean Air Act (CAA) title V operating permit program. These revisions amend the definitions of ""hazardous air pollutant"" and ""regulated air pollutant"" in New Hampshire regulations to remain consistent with Federal permitting and air toxics requirements in accordance with the CAA.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20496/operating-permit-program-approval-new-hampshire-revised-definitions
US,Federal Register,2025-11-20,Air Plan Approval; Michigan; Infrastructure SIP Requirements for the 2015 Ozone NAAQS; Michigan State Board Requirements,The Environmental Protection Agency (EPA) is approving an element of a State Implementation Plan (SIP) submission from Michigan regarding the infrastructure requirements of section 110 of the Clean Air Act (CAA) for the 2015 ozone National Ambient Air Quality Standards (NAAQS). The infrastructure requirements ensure that the structural components of each State's air quality management program are adequate to meet CAA requirements. This action pertains to CAA section 110(a)(2)(E)(ii).,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20494/air-plan-approval-michigan-infrastructure-sip-requirements-for-the-2015-ozone-naaqs-michigan-state
US,Federal Register,2025-11-20,Air Plan Approval; Connecticut; Ozone Ambient Air Quality Standard and Adhesive and Sealants Regulation Revisions,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of Connecticut. This revision updates state regulations containing ambient air quality standards (AAQS) for ozone to be consistent with EPA's national ambient air quality standards (NAAQS). In addition, this update clarifies the volatile organic compound (VOC) calculation methods for adhesive and sealant products. The intended effect of this action is to propose approval of these regulations into the Connecticut SIP. This action is being taken under the Clean Air Act.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20463/air-plan-approval-connecticut-ozone-ambient-air-quality-standard-and-adhesive-and-sealants
US,Federal Register,2025-11-20,Air Plan Approval; Rhode Island; Regional Haze State Implementation Plan for the Second Implementation Period; Prong 4 (Visibility) for the 2015 8-Hour Ozone National Ambient Air Quality Standard,"The Environmental Protection Agency (EPA) is proposing to approve the regional haze state implementation plan (SIP) revision submitted by Rhode Island on March 7, 2025, as satisfying applicable requirements under the Clean Air Act (CAA) and EPA's Regional Haze Rule (RHR) for the program's second implementation period. Rhode Island's SIP submission addresses the requirement that states must periodically revise their long-term strategies for making reasonable progress towards the national goal of preventing any future, and remedying any existing, anthropogenic impairment of visibility, including regional haze, in mandatory Class I Federal areas. The SIP submission also addresses other applicable requirements for the second implementation period of the regional haze program. EPA is also proposing to approve the remaining element of Rhode Island's September 23, 2020, infrastructure SIP submittal for the 2015 ozone National Ambient Air Quality Standards (NAAQS). The proposed approval of Rhode Island's second implementation period regional haze plan addresses infrastructure SIP requirements related to visibility protection. The EPA is taking this action pursuant to sections 110 and 169A of the Clean Air Act.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20444/air-plan-approval-rhode-island-regional-haze-state-implementation-plan-for-the-second-implementation
US,Federal Register,2025-11-20,Air Plan Approval; Minnesota; Metropolitan Council Wastewater Treatment Plant Title I PM10 SIP Revisions,"The Environmental Protection Agency (EPA) is proposing to approve a request from the Minnesota Pollution Control Agency (MPCA) to revise its State Implementation Plan (SIP) by updating information for the Metropolitan Council Environmental Service (MCES) Metropolitan Council Wastewater Treatment Plant (Metro Plant) in Ramsey County, Minnesota. This SIP revision is being proposed in conjunction with an amendment to a part 70 permit maintaining federally enforceable title I SIP conditions. This SIP revision would result in a reduction of allowable emissions of particulate matter less than 10 microns (PM<INF>10</INF>) emitted by the facility.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20441/air-plan-approval-minnesota-metropolitan-council-wastewater-treatment-plant-title-i-pm10-sip
US,Federal Register,2025-11-20,Approval and Promulgation of State Air Quality Plans (Negative Declarations) for Designated Facilities and Pollutants; District of Columbia,"The Environmental Protection Agency (EPA) is proposing to approve the negative declarations submitted by the District of Columbia Department of Energy and Environment (DCDOEE) on July 19, 2024 and August 28, 2024. The negative declarations submitted by the DCDOEE certify that there are no existing large municipal waste combustors (LMWC), crude oil and natural gas facilities, or electric utility generating units subject to sections 111(d) and 129 of the Clean Air Act (CAA) within the jurisdiction of the District of Columbia.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20419/approval-and-promulgation-of-state-air-quality-plans-negative-declarations-for-designated-facilities
US,Federal Register,2025-11-20,Air Plan Approval; Delaware; 2006 24-Hour Fine Particulate Matter Limited Maintenance Plan for the Philadelphia Nonattainment Area,"The Environmental Protection Agency (EPA) is proposing to approve a limited maintenance plan (LMP) submitted by the Delaware Department of Natural Resources and Environmental Control (DNREC). This LMP is a revision to Delaware's state implementation plan (SIP) and addresses the New Castle County portion of the Philadelphia-Wilmington, PA-NJ-DE area (Philadelphia Area). The EPA is proposing to approve the New Castle County portion of the Philadelphia Area LMP because it provides for the maintenance of the 2006 24-hour fine particulate matter (PM<INF>2.5</INF>) national ambient air quality standard (NAAQS) through the end of the second 10-year maintenance period. In addition, the EPA is initiating the process to find the LMP adequate for transportation conformity purposes. This action is being taken under the Clean Air Act (CAA).","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20418/air-plan-approval-delaware-2006-24-hour-fine-particulate-matter-limited-maintenance-plan-for-the
US,Federal Register,2025-11-20,Air Plan Approval; District of Columbia; Creation of Synthetic Minor Permit Program,"The Environmental Protection Agency (EPA) is proposing to approve a state implementation plan (SIP) revision submitted by the Department of Energy and Environment (DOEE, the ""Department"") on behalf of the District of Columbia (DC, the ""District""). The revisions pertain to creating a synthetic minor permit program and resolving the regulatory differences between the District's current regulations and those regulations approved previously in Chapters 1 and 2 of the Air Quality Regulations. The intended effect of this action is to enable DC to create federally enforceable synthetic minor permit conditions for sources of criteria pollutants pursuant to section 110 of the Clean Air Act (CAA, the ""Act""). This action is being taken under the CAA.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20416/air-plan-approval-district-of-columbia-creation-of-synthetic-minor-permit-program
US,Federal Register,2025-11-20,Air Plan Approval; AK; Regional Haze Plan for the Second Implementation Period; Extension of Comment Period,"The Environmental Protection Agency (EPA) is extending the comment period for the proposed rulemaking entitled ""Air Plan Approval; AK; Regional Haze Plan for the Second Implementation Period,"" that published on October 30, 2025. This will allow interested persons additional time to prepare and submit comments.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20415/air-plan-approval-ak-regional-haze-plan-for-the-second-implementation-period-extension-of-comment
US,Federal Register,2025-11-20,Approval and Promulgation of Delegation of Authority for Designated Facilities and Pollutants; Allegheny County; Delegation of Authority of the Federal Plan for Existing Sewage Sludge Incineration Units,"The Environmental Protection Agency (EPA) is proposing to approve a request from the Allegheny County Health Department (ACHD) for delegation of authority to implement and enforce the Federal Plan Requirements for Sewage Sludge Incineration (SSI) units within Allegheny County in the Commonwealth of Pennsylvania. On April 29, 2016, the EPA promulgated the Federal Plan for SSI units to fulfill the requirements of sections 111(d)/129 of the Clean Air Act (CAA). The Federal Plan addresses the implementation and enforcement of the emission guidelines applicable to existing SSI units located in areas not covered by an approved and currently effective state plan. The Federal Plan imposes emission limits and other control requirements for existing affected SSI facilities which will reduce designated pollutants.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20411/approval-and-promulgation-of-delegation-of-authority-for-designated-facilities-and-pollutants
US,Federal Register,2025-11-20,Air Plan Approval; Pennsylvania; Redesignation Request for the Allegheny County Area for the 2012 Annual Fine Particulate Matter Standard,"The Environmental Protection Agency (EPA) is proposing to approve a request from the Commonwealth of Pennsylvania to redesignate the Allegheny County, Pennsylvania nonattainment area (Allegheny County Area) to attainment for the 2012 annual fine particulate matter (PM<INF>2.5</INF>) national ambient air quality standard (NAAQS or standard). The EPA has already approved, as a revision to the Pennsylvania state implementation plan (SIP), a maintenance plan that demonstrates maintenance of the 2012 annual PM<INF>2.5</INF> NAAQS through 2035 in the Allegheny County Area. The redesignation request was submitted by the Commonwealth of Pennsylvania Department of Environmental Protection (PADEP or Pennsylvania) on behalf of the Allegheny County Health Department (ACHD). This action is being taken under the Clean Air Act (CAA).","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20409/air-plan-approval-pennsylvania-redesignation-request-for-the-allegheny-county-area-for-the-2012
US,Federal Register,2025-11-20,Updated Definition of “Waters of the United States”,"The U.S. Environmental Protection Agency (EPA) and the U.S. Department of the Army (""the agencies"") are publishing for public comment a proposed rule revising the regulations defining the scope of waters federally covered under the Federal Water Pollution Control Act, as amended, also known as the Clean Water Act, in light of the U.S. Supreme Court's 2023 decision in Sackett v. Environmental Protection Agency. With this proposed rule, the agencies intend to provide greater regulatory certainty and increase Clean Water Act program predictability and consistency by clarifying the definition of ""waters of the United States."" This proposed rule is also intended to implement the overall objective of the Clean Water Act to restore and maintain the quality of the Nation's waters while respecting State and Tribal authority over their own land and water resources.","[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Department of the Army, Corps of Engineers', 'name': 'Engineers Corps', 'id': 142, 'url': 'https://www.federalregister.gov/agencies/engineers-corps', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/142', 'parent_id': 103, 'slug': 'engineers-corps'}, {'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/20/2025-20402/updated-definition-of-waters-of-the-united-states
US,Federal Register,2025-11-19,"Determination of Attainment by the Attainment Date but for International Emissions for the 2015 Ozone National Ambient Air Quality Standards; Phoenix-Mesa Nonattainment Area, Arizona","The Environmental Protection Agency (EPA or ""Agency"") is proposing to determine that the Phoenix-Mesa nonattainment area (""Phoenix-Mesa area"") would have attained the 2015 ozone national ambient air quality standards (NAAQS) by the August 3, 2024 ""Moderate"" area attainment date, but for emissions emanating from outside the United States. If we finalize this proposed action, the Phoenix-Mesa area would no longer be subject to the Clean Air Act (CAA) requirements pertaining to reclassification upon failure to attain and therefore would remain classified as a Moderate nonattainment area for the 2015 ozone NAAQS. This action, when finalized, will fulfill the EPA's statutory obligation to determine whether the Phoenix-Mesa area attained the NAAQS by the attainment date.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/19/2025-20357/determination-of-attainment-by-the-attainment-date-but-for-international-emissions-for-the-2015
US,Federal Register,2025-11-18,Ohio: Proposed Authorization of State Hazardous Waste Management Program Revisions,"Ohio has applied to the Environmental Protection Agency (EPA) for final authorization of changes to its hazardous waste program under the Resource Conservation and Recovery Act (RCRA), as amended. The EPA has reviewed Ohio's application and has determined that these changes satisfy all requirements needed to qualify for final authorization. Therefore, we are proposing to authorize the State's changes. The EPA seeks public comment prior to taking final action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/18/2025-20129/ohio-proposed-authorization-of-state-hazardous-waste-management-program-revisions
US,Federal Register,2025-11-17,Approval of Source-Specific Air Quality Implementation Plan; New York; Calpine JFK Energy Center,"The Environmental Protection Agency (EPA) is proposing to determine a revision to the State of New York's State Implementation Plan (SIP) for the ozone National Ambient Air Quality Standard (NAAQS) related to a Source-specific SIP (SSSIP) revision for Calpine JFK Energy Center, located at Kennedy International Airport, Building 49, Jamaica, NY 11430 (the Facility) is approvable. The EPA is proposing to find that the control options in this SSSIP revision implement Reasonably Available Control Technology (RACT) with respect to NO<INF>X</INF> emissions from the relevant Facility sources, which are identified as six mid-size emergency hot water boilers. This SSSIP revision is intended to implement NO<INF>X</INF> RACT for the relevant Facility sources in accordance with the requirements for implementation of the 2008 and 2015 ozone NAAQS. The EPA proposes to determine that this action will not interfere with ozone NAAQS requirements and meets all applicable requirements of the Clean Air Act (CAA).","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/11/17/2025-19992/approval-of-source-specific-air-quality-implementation-plan-new-york-calpine-jfk-energy-center
